Word                        Count  
rimessi                     1      
rimettendosi                1      
rimetterli                  1      
rimetterlo                  1      
rimettersi                  1      
rimise                      4      
rimisero                    1      
rimpetto                    1      
rimpicciolire               1      
rimpicciolirmi              1      
rimpicciolisse              1      
rimpiccolì                  1      
rimproverava                1      
rincominciò                 8      
rinfrescò                   1      
riparare                    1      
ripassarle                  1      
ripassava                   1      
ripensò                     1      
ripeter                     1      
ripetere                    5      
ripeterlo                   1      
ripeterono                  1      
ripeteteci                  1      
ripetetemi                  1      
ripetizione                 1      
ripeto                      1      
ripetè                      4      
ripiena                     1      
ripieni                     1      
riposavano                  1      
ripose                      1      
riposta                     1      
riprese                     6      
risa                        1      
risata                      2      
rischiava                   1      
risciaquare                 1      
risero                      1      
riserrarmi                  1      
riserrarsi                  1      
risolino                    1      
risoluta                    1      
risoluto                    1      
risolvere                   1      
rispettivo                  1      
rispetto                    2      
rispettosa                  1      
risplendenti                1      
rispondendo                 1      
rispondere                  7      
risponderle                 1      
rispondeva                  1      
rispose                     101    
risposeil                   1      
risposero                   2      
risposi                     1      
risposta                    5      
risse                       1      
ristabiliva                 1      
ristoro                     1      
ristringendo                1      
risvegliarono               1      
risvegliati                 2      
risvegliò                   1      
ritarda                     1      
ritardato                   1      
ritirarvi                   1      
ritirò                      2      
ritornarono                 4      
ritornaronooh               1      
ritornate                   2      
ritornava                   2      
ritorni                     2      
ritorniamo                  1      
ritornò                     4      
ritratto                    1      
ritrovarla                  2      
ritrovarli                  1      
ritrovarvi                  1      
ritrovate                   1      
ritrovò                     3      
riunì                       1      
riuscirebbe                 1      
riuscirne                   2      
riuscita                    1      
riuscì                      4      
riva                        1      
rivederla                   1      
rivedrem                    1      
rivedrò                     1      
riverenza                   4      
rivolgendosi                10     
rivolgermi                  1      
rivolgersi                  1      
rivolgi                     1      
rivolse                     5      
rivolta                     1      
rivoltaree                  1      
rivoltarli                  1      
rivoltata                   1      
rivoltateli                 1      
rivolto                     1      
rivoltò                     2      
rizzandosi                  1      
roma                        2      
romana                      1      
romanza                     2      
rompere                     1      
rompermi                    1      
rompersi                    1      
rondinella                  4      
rosajo                      5      
rose                        5      
rosse                       1      
rosso                       2      
rotoloni                    1      
rotonda                     1      
rotondi                     1      
rotti                       1      
rovesciando                 1      
rovesciandosi               1      
rovesciata                  1      
rovesciati                  1      
rovesciato                  1      
rovescio                    2      
rovescione                  1      
rovesciò                    1      
rubato                      2      
rubino                      1      
rubò                        1      
ruminare                    1      
rumore                      6      
ruotaoh                     1      
ruote                       1      
ruotolo                     2      
rupe                        1      
ruppe                       1      
ruzzo                       2      
ruzzolare                   1      
ruzzolava                   1      
ruzzolone                   1      
ruzzoloni                   1      
sa                          13     
sacco                       1      
saccoccia                   1      
saccoccolò                  1      
saccorse                    4      
saciò                       1      
saetta                      1      
saettandolo                 1      
saggio                      1      
sai                         10     
sala                        11     
salmoni                     1      
salone                      1      
salsa                       1      
saltando                    3      
saltare                     1      
saltavano                   1      
saltellando                 1      
salti                       1      
salto                       2      
saltò                       4      
saluti                      1      
salva                       1      
salvo                       2      
sana                        1      
sangue                      1      
sanno                       1      
sapea                       15     
sapendo                     1      
saper                       2      
sapere                      6      
saperlo                     2      
sapesse                     1      
sapessero                   1      
sapessi                     1      
sapete                      17     
sapeva                      5      
sapore                      1      
sappia                      1      
sappiattò                   1      
saprei                      3      
sapriva                     1      
saranno                     3      
sarebbe                     18     
sarebbero                   6      
sarei                       1      
saremo                      1      
saresti                     1      
sarricciava                 1      
sarà                        18     
sarò                        7      
sassembra                   1      
sassolini                   2      
savventò                    1      
sbadigliando                2      
sbadigliò                   2      
sbagliato                   1      
sbaglio                     1      
sbalestrò                   1      
sbalzando                   1      
sbalzare                    1      
sbatteva                    1      
sbirciando                  1      
sbirciare                   1      
sbranare                    1      
sbrogliarsene               1      
sbuffante                   1      
scaffali                    1      
scagliò                     1      
scala                       2      
scalama                     1      
scalati                     1      
scale                       1      
scalpiccío                  3      
scambiata                   2      
scambiate                   3      
scampata                    1      
scappa                      1      
scappar                     2      
scappasse                   1      
scappata                    1      
scappava                    2      
scappavano                  1      
scappi                      1      
scappò                      3      
scarabocchi                 1      
scarabocchiare              1      
scaraventate                1      
scaraventatico              1      
scaraventò                  2      
scarpe                      2      
scarpettine                 1      
scatola                     2      
scatolenon                  1      
scavando                    2      
scegliete                   1      
scelse                      1      
scelto                      1      
scempiaggini                1      
scendere                    1      
scenderviohè                1      
scenderà                    1      
scendeva                    1      
scherzare                   1      
schiaffeggiarsi             1      
schiaffeggiata              1      
schiena                     2      
schifose                    1      
schizzai                    1      
schizzare                   1      
schizzasti                  1      
sciocca                     3      
sciocche                    1      
sciocchezze                 5      
sciocchi                    3      
sciocco                     2      
sciogliersi                 1      
scivolò                     1      
sclamando                   1      
sclamarono                  1      
sclamava                    1      
sclamò                      27     
scodella                    1      
scommetto                   5      
scomporsi                   1      
sconsolata                  2      
sconvenevole                1      
scoperchierebbero           1      
scoperta                    1      
scoppiare                   2      
scoppiettare                1      
scoppiò                     1      
scoprire                    2      
scoprirà                    1      
scoprì                      1      
scordandosi                 1      
scordarsene                 1      
scorrevano                  1      
scorsero                    1      
scorso                      1      
scortese                    2      
scossa                      1      
scosse                      5      
scossetta                   1      
scossi                      1      
scottano                    1      
scottante                   1      
scricchiare                 1      
scricchiolava               1      
scricchiolìo                1      
scricchiò                   1      
scrissero                   2      
scritta                     3      
scritti                     2      
scritto                     4      
scrittura                   1      
scrivere                    7      
scriverlo                   1      
scriverò                    1      
scriveste                   1      
scrivevano                  1      
scrivono                    1      
sculaccio                   1      
scuola                      7      
scuotendo                   1      
scuotendolo                 1      
scuoter                     1      
scuoterla                   1      
scusa                       1      
scuse                       1      
scusi                       1      
sdegnata                    1      
sdegnosa                    2      
sdegnosamente               2      
sdegnosetto                 1      
sdraiarono                  1      
sdraiarsi                   1      
sdrucciolevole              1      
sdrucciolò                  1      
se                          126    
secca                       3      
seccarsi                    1      
seccate                     1      
seccati                     1      
secche                      1      
seccherò                    1      
secchi                      1      
secchie                     1      
secco                       2      
secolo                      1      
seconda                     5      
secondato                   1      
secondo                     5      
secreto                     2      
sedere                      2      
sedersi                     1      
sedete                      1      
sedette                     6      
sedettero                   5      
sedeva                      5      
sedici                      1      
seduti                      1      
seduto                      1      
seggano                     1      
seggio                      1      
seggiolone                  1      
segli                       1      
segna                       2      
segnaleper                  1      
segno                       2      
seguee                      1      
seguente                    1      
seguii                      1      
seguirebbe                  1      
seguirono                   2      
seguirvi                    1      
seguisse                    2      
seguite                     1      
seguito                     3      
seguitò                     1      
seguiva                     2      
seguivano                   1      
seguì                       2      
sei                         16     
selevava                    1      
selvaggia                   2      
sembra                      2      
sembrando                   1      
sembrava                    9      
sembravano                  1      
sembrerà                    1      
sembri                      1      
sembrò                      3      
semichiusi                  1      
semplice                    1      
semplicemente               1      
semplicementenon            1      
semplici                    1      
sempre                      23     
senape                      3      
sensazione                  2      
sensibilità                 1      
senso                       9      
sente                       1      
sentenza                    3      
sentenzapoi                 1      
sentenze                    1      
sentenziati                 1      
sentii                      1      
sentimenti                  1      
sentir                      1      
sentire                     8      
sentirla                    1      
sentirono                   1      
sentirsi                    2      
sentisse                    1      
sentita                     2      
sentito                     6      
sentiva                     6      
sento                       2      
sentrava                    1      
sentì                       25     
sentìvoi                    1      
senza                       33     
senzessere                  1      
sepolcrale                  2      
seppe                       5      
seppi                       1      
sera                        16     
serano                      1      
seriamente                  1      
serie                       2      
serietà                     1      
serpentaccio                1      
serpente                    7      
serpenti                    4      
serrate                     1      
serva                       2      
serve                       2      
servire                     1      
servirebbe                  1      
servirebbero                1      
servissero                  1      
servito                     2      
servitore                   2      
servivano                   1      
servizi                     2      
servizievole                2      
servo                       9      
sese                        1      
sette                       6      
settimana                   2      
settimanae                  1      
settimane                   1      
severa                      1      
severamente                 1      
severo                      2      
sfilava                     2      
sfilavano                   1      
sfiorò                      1      
sfoggio                     1      
sfolgoranti                 1      
sfolgorò                    1      
sfondar                     1      
sforzava                    1      
sforzo                      1      
sfracellarsi                1      
sgabello                    1      
sgarbatezza                 1      
sghignazzare                1      
sghignazzarono              1      
sguardo                     2      
sguazzando                  1      
sguazzava                   1      
si                          227    
sia                         19     
siam                        1      
siamo                       2      
siate                       2      
sibilante                   1      
siccome                     9      
sicura                      2      
sicuramente                 1      
sicuro                      3      
siede                       1      
siederò                     2      
sieno                       3      
siepe                       2      
siepi                       1      
siete                       11     
significa                   5      
significarenderequalche     1      
signor                      2      
signora                     1      
signore                     1      
signori                     3      
signorina                   3      
silenzio                    11     
silenziosamente             1      
silenziose                  1      
silenziosi                  1      
sillabare                   1      
silluminò                   1      
simaginò                    1      
simbrogliarono              1      
simiglianti                 1      
simile                      9      
simili                      3      
simpatica                   1      
simpettorì                  1      
simpiccolivano              1      
sin                         3      
sinabissava                 1      
sinchinarono                2      
sinchinò                    1      
sinchè                      4      
sincontrarono               1      
singhiozzando               2      
singhiozzar                 1      
singhiozzare                1      
singhiozzava                1      
singhiozzi                  4      
singinocchiò                1      
sinistra                    3      
sinistro                    1      
sino                        22     
sinsegna                    1      
sintende                    3      
sintralciava                1      
sinzuppa                    2      
sio                         1      
siora                       1      
slanciarsi                  1      
slargando                   1      
smarrita                    1      
smarrito                    1      
smetter                     2      
smettere                    1      
smetti                      2      
smisuratamente              1      
smodatamente                1      
smorzata                    1      
so                          12     
soave                       2      
soavemente                  1      
soavi                       1      
soccorso                    1      
società                     1      
soffende                    1      
soffendessero               1      
soffice                     1      
soffitto                    1      
soffocata                   1      
soffocatecome               1      
soffrire                    1      
soffrono                    1      
soggetti                    1      
soggetto                    1      
soggiungere                 1      
soggiunse                   37     
sognare                     1      
sogno                       5      
sognò                       2      
sol                         1      
sola                        6      
solchi                      1      
solco                       1      
soldati                     10     
soldato                     1      
sole                        1      
solenne                     4      
soletta                     2      
soli                        1      
solido                      1      
solito                      2      
sollecitamente              4      
sollecitarla                1      
sollecitudine               1      
sollevata                   2      
sollevò                     1      
sollievo                    1      
solo                        2      
soltanto                    13     
somma                       2      
sommarono                   1      
sommessa                    3      
sommessamente               2      
sommesso                    1      
son                         27     
sonio                       1      
sonnacchiosa                2      
sonnecchiava                1      
sonnellino                  1      
sonniferare                 1      
sonno                       4      
sonnolenta                  1      
sono                        50     
sonovoi                     1      
sopportare                  1      
sopportò                    1      
soppressata                 4      
soppressione                1      
soppresso                   3      
sopprimetelo                1      
sopra                       22     
sorci                       3      
sorcio                      39     
sorcioa                     1      
sorciocontinuo              1      
sorciodi                    1      
sorcioh                     1      
sorcioo                     1      
sorcioun                    1      
sorella                     7      
sorelle                     1      
sorelleimparavano           1      
sorellina                   2      
sorprenderebbe              1      
sorpresa                    10     
sorpreso                    1      
sorretto                    1      
sorridente                  1      
sorrise                     1      
sorriso                     1      
sorta                       4      
sorte                       1      
sospirando                  4      
sospirava                   1      
sospiro                     4      
sospirone                   1      
sospironi                   1      
sospirò                     2      
sostenuta                   1      
sotterra                    1      
sottile                     1      
sotto                       15     
sottocchio                  2      
sottomissione               1      
sovranamente                1      
spaccato                    1      
spagna                      3      
spalancando                 1      
spalancata                  2      
spalancò                    1      
spalla                      1      
spalle                      9      
sparire                     2      
sparirebbero                1      
sparisse                    1      
sparita                     2      
sparito                     2      
spariva                     1      
sparì                       4      
spaventata                  4      
spaventato                  2      
spaventevole                1      
spaventò                    1      
spazio                      3      
spaziosa                    3      
spazzolare                  1      
specchio                    1      
specchiomi                  1      
specie                      3      
spense                      1      
speranza                    4      
sperarlo                    1      
sperato                     1      
spero                       2      
spesso                      5      
spetta                      1      
spezzasse                   1      
spiacevolmente              1      
spiaggia                    6      
spiccioli                   1      
spiega                      2      
spiegami                    1      
spiegando                   1      
spiegare                    3      
spiegarla                   1      
spiegarlo                   1      
spiegarmelo                 1      
spiegarmi                   3      
spiegarsi                   1      
spiegaste                   1      
spiegasti                   1      
spiegate                    1      
spiegateci                  1      
spiegatevi                  1      
spiegazioni                 1      
spiegò                      2      
spingere                    1      
spingerà                    1      
spiritar                    1      
spiritoso                   1      
splendidamente              1      
spondacè                    1      
sposarono                   1      
sposati                     1      
sprofondarsi                1      
squadrava                   1      
squadrò                     1      
squarciagola                1      
squilli                     2      
sricciato                   1      
st                          5      
sta                         8      
staccò                      2      
stagno                      11     
stai                        1      
stamane                     1      
stanca                      4      
stanno                      1      
stanotte                    2      
star                        1      
stare                       2      
starnuta                    2      
starnuti                    2      
starnutire                  3      
starnutiva                  3      
starnutivano                1      
starvici                    1      
stata                       18     
state                       2      
stati                       1      
stato                       7      
statura                     16     
stava                       30     
stavano                     3      
stavo                       1      
stazione                    1      
steccato                    2      
stella                      1      
stellone                    1      
stelo                       1      
stessa                      17     
stesse                      1      
stesso                      18     
stette                      1      
stima                       1      
stiracchiarsi               1      
stivaletti                  1      
stoia                       2      
stomaco                     1      
storia                      9      
storiche                    1      
storiella                   3      
stormire                    1      
stormiva                    1      
strada                      1      
stralunando                 1      
strana                      6      
strane                      4      
stranezze                   1      
strano                      7      
straordinaria               2      
straordinarie               2      
straordinario               1      
strappargliela              1      
strappategli                1      
stravagante                 1      
strepiti                    1      
strepito                    1      
stretta                     1      
stretto                     1      
stridente                   1      
stridere                    1      
stridula                    1      
strillante                  1      
strillava                   1      
strilli                     1      
strillo                     2      
strillò                     1      
strinse                     1      
striscerò                   1      
strisciando                 1      
strofa                      4      
stronfiava                  1      
stropicciandosi             2      
stropicciò                  1      
stroppia                    2      
strozzati                   1      
studiai                     3      
studiava                    1      
stufaiuola                  1      
stupefatta                  1      
stupida                     3      
stupidamente                1      
stupidina                   1      
stupirei                    1      
stupiva                     1      
stupore                     1      
sturò                       1      
stà                         2      
stò                         5      
su                          29     
sua                         43     
subitaneo                   2      
subito                      34     
successe                    2      
sudì                        3      
sue                         10     
sufficiente                 1      
sugli                       2      
sul                         22     
sulla                       13     
sulle                       17     
sullo                       1      
sullomero                   1      
sullorlo                    1      
sulluscio                   1      
suo                         43     
suoi                        20     
suolo                       1      
suonasse                    1      
suonava                     2      
suono                       1      
supera                      1      
supplicò                    1      
supponga                    1      
suppongo                    3      
surrogato                   1      
svaniti                     1      
sveltezza                   1      
sventolandosi               1      
sventurati                  1      
sventurato                  2      
sviato                      1      
svogliatamente              1      
svoltava                    1      
sè                          51     
sì                          16     
sò                          1      
sù                          1      
t                           4      
tacchino                    1      
taccuino                    2      
tacere                      1      
tacete                      1      
taceva                      1      
tacque                      1      
tagliare                    2      
tagliate                    2      
tagliategli                 2      
tagliatele                  2      
taglio                      1      
tal                         7      
talcosa                     1      
tale                        11     
tali                        2      
talmente                    6      
talvolta                    4      
tanta                       5      
tante                       9      
tanti                       1      
tanto                       50     
tapina                      1      
tappeto                     1      
tardi                       7      
tartagliare                 1      
tartaruga                   3      
tasca                       2      
taschino                    3      
tata                        1      
tavo                        2      
tavola                      15     
tavolino                    3      
tazza                       6      
tazze                       5      
te                          15     
teco                        3      
tegola                      1      
telescopio                  1      
teme                        1      
temendo                     2      
temer                       1      
temo                        6      
temono                      1      
tempo                       36     
tenebrìa                    1      
tenendosi                   1      
tenerezza                   1      
tenerlo                     1      
tenerselo                   1      
tenete                      1      
tengo                       1      
tentativo                   1      
tentennavano                1      
tentò                       1      
teoria                      1      
terminare                   1      
terminata                   1      
terminato                   2      
termine                     1      
terminerà                   1      
terra                       14     
terrae                      1      
terrati                     1      
terrazzino                  1      
terreno                     5      
terrenoe                    1      
terribile                   1      
terribilmente               1      
terrore                     1      
testa                       25     
teste                       4      
testimone                   4      
testimoneperchè             1      
testimonianza               4      
testimonianze               1      
testimonio                  4      
testolina                   2      
testuggine                  3      
testugginee                 1      
testuggini                  1      
testùdisen                  1      
tetto                       3      
tettobada                   1      
ti                          21     
tilla                       1      
timida                      1      
timidamente                 8      
timidezza                   1      
timidità                    1      
timore                      1      
timoroso                    1      
tintinnìo                   1      
tirarvi                     1      
tirchie                     1      
tirò                        1      
titolo                      2      
toccare                     1      
toccarla                    1      
toccavano                   1      
tocco                       2      
toglie                      1      
toglieva                    1      
tolse                       1      
tolti                       1      
tondi                       2      
tondo                       2      
tondoche                    1      
tonfete                     1      
tonietto                    1      
tonio                       12     
topaja                      1      
topi                        2      
topo                        1      
toppa                       1      
toppe                       1      
tornare                     3      
tornasse                    1      
tornassero                  1      
tornata                     1      
tornato                     1      
tornerò                     1      
tornò                       2      
torrone                     1      
torta                       1      
torte                       8      
toscana                     1      
tosto                       4      
totalmente                  4      
traccia                     2      
tracciata                   1      
tracciò                     1      
traevano                    3      
tramutata                   1      
tranquillamente             2      
trappola                    1      
trarne                      1      
trarre                      3      
trasaltò                    3      
trasalì                     1      
trasformata                 2      
trasformazione              1      
trasformazioni              2      
trasformi                   1      
trasse                      1      
tratta                      1      
trattarlo                   1      
trattassi                   1      
tratto                      3      
traversare                  3      
traversava                  1      
traverso                    3      
traversò                    2      
tre                         28     
tredici                     1      
tremante                    4      
tremare                     1      
tremarella                  1      
tremava                     1      
tremiate                    1      
tremolante                  1      
tremula                     2      
tremò                       3      
trenta                      2      
trevia                      1      
tribunale                   15     
trionfo                     2      
trista                      2      
tristi                      1      
tromba                      3      
trono                       2      
troppi                      1      
troppo                      17     
troppogià                   1      
trottando                   1      
trottare                    2      
trovai                      1      
trovandolo                  1      
trovansi                    1      
trovar                      2      
trovare                     8      
trovarli                    1      
trovarono                   1      
trovarvene                  1      
trovata                     2      
trovato                     3      
trovava                     1      
troverò                     1      
trovo                       2      
trovò                       13     
truffata                    1      
truppe                      1      
tu                          26     
tua                         5      
tue                         4      
tuffare                     1      
tuffarsi                    1      
tuffò                       1      
tulipano                    1      
tunnel                      1      
tuno                        1      
tuo                         1      
tuoi                        1      
tuonante                    1      
tuono                       5      
tuonò                       4      
turbamento                  1      
turca                       1      
turchino                    1      
tutta                       27     
tuttal                      1      
tuttaltra                   1      
tuttavia                    1      
tutte                       16     
tutti                       51     
tuttintorno                 5      
tuttiquanti                 1      
tuttisolo                   1      
tutto                       42     
tè                          16     
tènon                       1      
ubbidisse                   1      
ubbidì                      1      
uccelli                     8      
uccellini                   1      
uccello                     1      
uccide                      1      
uccidere                    1      
udendo                      1      
udire                       1      
udirono                     1      
udito                       2      
uditori                     1      
udì                         3      
uff                         1      
ufficiale                   1      
ultimamente                 1      
ultime                      1      
ultimi                      2      
umile                       1      
umilmente                   2      
umore                       3      
un                          353    
una                         194    
unaltra                     6      
unampolla                   2      
unanitra                    1      
unapparizione               1      
unaria                      3      
unghie                      1      
uni                         1      
unidea                      3      
unirsi                      1      
uniscono                    1      
uno                         29     
unocacon                    1      
unoma                       1      
uova                        4      
uovo                        1      
uragano                     1      
urlava                      1      
urlo                        1      
urlò                        5      
urtato                      1      
urtò                        2      
usando                      1      
usci                        2      
usciere                     2      
uscieri                     2      
uscio                       2      
uscire                      7      
usciron                     1      
uscissi                     1      
uscita                      1      
uscito                      1      
uscivano                    2      
uscì                        2      
usò                         1      
utile                       1      
uva                         1      
v                           1      
va                          11     
vacanza                     1      
vacillaohè                  1      
vada                        1      
vado                        3      
vadoquando                  1      
vagando                     1      
vagarono                    1      
vagavano                    1      
vaggrada                    1      
vai                         2      
vale                        4      
valesse                     1      
valse                       1      
vanghe                      1      
vanno                       1      
vantaggio                   1      
vantarsi                    1      
vapore                      1      
variante                    1      
vasettino                   2      
vasetto                     1      
vaso                        2      
ve                          6      
vecchia                     3      
vecchiama                   1      
vecchierello                1      
vecchinonella               1      
vecchio                     7      
vecchioe                    1      
vecchiogli                  1      
vecchioriprese              1      
vecchiosoggiunse            1      
vede                        1      
vedea                       3      
vedendo                     2      
veder                       3      
vedere                      22     
vederle                     1      
vederlo                     1      
vedermi                     1      
vedersi                     2      
vederti                     1      
vedesse                     2      
vedeste                     1      
vedete                      6      
vedeva                      3      
vediamo                     5      
vediamocome                 1      
vedo                        4      
vedrai                      1      
vedrem                      1      
vedrò                       1      
veduta                      3      
vedute                      1      
veduti                      5      
veduto                      9      
vegetale                    1      
veggendo                    3      
veggo                       4      
veglia                      1      
vegliare                    1      
velarle                     1      
veleno                      3      
velluto                     1      
velocemente                 1      
venderli                    1      
vendetta                    1      
venga                       3      
vengo                       1      
vengono                     1      
venire                      1      
venite                      7      
veniva                      3      
venivano                    2      
venne                       3      
ventaglio                   10     
ventesima                   1      
venti                       1      
ventiquattro                1      
ventiquattrore              1      
vento                       2      
ventoavrebbe                1      
venuta                      3      
venuto                      2      
vera                        11     
veramente                   3      
veran                       1      
verano                      2      
verde                       1      
verdeggiante                1      
verdeggianti                1      
verdetto                    4      
verdi                       1      
vere                        1      
verghe                      3      
vergognare                  2      
veridica                    1      
verità                      2      
verme                       1      
vero                        17     
verrà                       1      
verrò                       1      
versando                    2      
versate                     1      
versi                       4      
verso                       18     
versò                       1      
vestito                     1      
vetri                       1      
vetrina                     1      
vetrine                     1      
vetro                       2      
vetturale                   1      
vi                          51     
via                         48     
viail                       1      
vicenda                     1      
vicina                      3      
vicini                      1      
vicino                      15     
vicinopoteva                1      
vide                        18     
videro                      4      
vieni                       6      
vigliaccone                 1      
vignetta                    1      
vii                         1      
viii                        1      
vincere                     2      
vincomodate                 1      
vinfilerà                   1      
vingannate                  1      
vino                        2      
vinta                       1      
vinto                       2      
violenta                    1      
violento                    1      
violenza                    2      
virtù                       2      
visaccio                    1      
viscosi                     1      
visino                      1      
visione                     1      
visita                      1      
visitai                     1      
visitarli                   1      
viso                        4      
visoe                       1      
vissuta                     1      
vista                       6      
visti                       1      
vita                        8      
vivamente                   5      
vivente                     1      
viventi                     2      
vivere                      2      
vivevano                    2      
vivevate                    1      
vivi                        2      
viviamo                     1      
vivissima                   1      
vivo                        1      
vo                          2      
voce                        72     
vocenon                     1      
vocettina                   1      
voci                        2      
vociando                    1      
vociarono                   1      
vociava                     1      
vociavano                   2      
vocina                      1      
vocisostenetegli            1      
vociò                       1      
voglia                      6      
vogliamo                    1      
voglio                      8      
voi                         54     
vola                        1      
volare                      2      
volarono                    2      
volato                      1      
volavano                    1      
volea                       2      
voleano                     1      
voler                       1      
volesse                     6      
volessero                   1      
volessi                     1      
voleste                     1      
volete                      9      
voleteco                    3      
voletevolete                3      
voleva                      4      
volevamo                    1      
volevo                      1      
volgari                     1      
volgendosi                  1      
volle                       7      
vollero                     2      
volo                        1      
volta                       35     
voltae                      1      
volte                       11     
voltò                       2      
voluto                      1      
volò                        2      
vorranno                    1      
vorrebbe                    3      
vorrei                      20     
vorreste                    2      
vorresti                    2      
vorrà                       2      
vostra                      12     
vostre                      1      
vostri                      1      
vostro                      4      
vuoi                        5      
vuol                        2      
vuole                       4      
vuoto                       1      
vuotò                       1      
và                          1      
vè                          1      
x                           1      
xi                          1      
xii                         1      
zaffete                     1      
zampa                       3      
zampe                       5      
zampine                     3      
zanzara                     1      
zappano                     1      
zelanda                     1      
zigzag                      1      
zitta                       1      
zittire                     2      
zittirono                   2      
zittivano                   1      
zitto                       1      
zittì                       1      
zolla                       1      
zolle                       1      
zucca                       1      
zufolare                    1      
zuppa                       8      
zuppiera                    1      
è                           158    
